# TO BE USED TO INSERT MODEL ANNOTATIONS IN METABOLIC ATLAS DATABASE
# for GENES ONLY
# annotations will be visible in the GEM browser pages and some can be used by the search engine
#
# some rules:
# this is a TAB separated file, thus TABs are not allowed in any field values
# each line added must have exactly 7 columns to be parsed properly
# do not modify the @ line
# column 'id' is mandatory, other columns are optional
# follow the max size limits
#
# columns description:
# column name        | description
# ---------------------------------------------
# name               | primary name/symbol of the gene
# alternate_name     | long name or full name of the gene
# aliases            | list of aliases, semi-colon separated values
# function           | text about the function, can describe multiple functions
# ec                 | EC code, semi-colon separated values
# catalytic_activity | text about the catalytic activity
#
@id	name	alternate_name	aliases	function	ec	catalytic_activity
ENSG00000110436	SLC1A2	solute carrier family 1 member 2	EAAT2; GLT-1			
ENSG00000110446	SLC15A3	solute carrier family 15 member 3	hPTR3; PHT2			
ENSG00000110536	PTPMT1	protein tyrosine phosphatase, mitochondrial 1	DUSP23; MOSP; PLIP			
ENSG00000110583	NAA40	N(alpha)-acetyltransferase 40, NatD catalytic subunit	FLJ13848; NAT11			
ENSG00000110619	CARS	cysteinyl-tRNA synthetase	CARS1			
ENSG00000110628	SLC22A18	solute carrier family 22 member 18	BWR1A; BWSCR1A; IMPT1; ITM; ORCTL2; SLC22A1L; TSSC5			
ENSG00000110713	NUP98	nucleoporin 98	NUP96			
ENSG00000110717	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	CI-23k; TYKY			
ENSG00000110719	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	a3; Atp6i; ATP6N1C; ATP6V0A3; OC-116; OC116; TIRC7			
ENSG00000110721	CHKA	choline kinase alpha	CHK; CKI			
ENSG00000110786	PTPN5	protein tyrosine phosphatase, non-receptor type 5	PTPSTEP; STEP; STEP61			
ENSG00000110871	COQ5	coenzyme Q5, methyltransferase	MGC4767			
ENSG00000110887	DAO	D-amino acid oxidase	DAAO; DAMOX			
ENSG00000110911	SLC11A2	solute carrier family 11 member 2	DCT1; DMT1; NRAMP2			
ENSG00000110921	MVK	mevalonate kinase	LRBP; MK			
ENSG00000110931	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2	CAMKK; CAMKKB; KIAA0787; MGC15254			
ENSG00000110955	ATP5F1B	ATP synthase F1 subunit beta	ATP5B; ATPSB			
ENSG00000110958	PTGES3	prostaglandin E synthase 3	cPGES; p23; TEBP			
ENSG00000111012	CYP27B1	cytochrome P450 family 27 subfamily B member 1	CYP1; P450c1; PDDR; VDD1			
ENSG00000111058	ACSS3	acyl-CoA synthetase short chain family member 3	FLJ21963			
ENSG00000111077	TNS2	tensin 2	C1-TEN; KIAA1075; TENC1			
ENSG00000111144	LTA4H	leukotriene A4 hydrolase				
ENSG00000111181	SLC6A12	solute carrier family 6 member 12	BGT-1			
ENSG00000111218	PRMT8	protein arginine methyltransferase 8	HRMT1L3; HRMT1L4			
ENSG00000111224	PARP11	poly(ADP-ribose) polymerase family member 11	C12orf6			
ENSG00000111237	VPS29	VPS29, retromer complex component	DC15; DC7; PEP11			
ENSG00000111261	MANSC1	MANSC domain containing 1	FLJ10298; LOH12CR3			
ENSG00000111266	DUSP16	dual specificity phosphatase 16	KIAA1700; MKP-7; MKP7			
ENSG00000111271	ACAD10	acyl-CoA dehydrogenase family member 10	MGC5601			
ENSG00000111275	ALDH2	aldehyde dehydrogenase 2 family member				
ENSG00000111339	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)	CD297; DO; DOK1			
ENSG00000111371	SLC38A1	solute carrier family 38 member 1	ATA1; NAT2; SAT1			
ENSG00000111445	RFC5	replication factor C subunit 5	RFC36			
ENSG00000111581	NUP107	nucleoporin 107	NUP84			
ENSG00000111640	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	GAPD			
ENSG00000111641	NOP2	NOP2 nucleolar protein	NOL1; NOP120; NSUN1; p120			
ENSG00000111666	CHPT1	choline phosphotransferase 1	CPT1			
ENSG00000111667	USP5	ubiquitin specific peptidase 5	IsoT			
ENSG00000111669	TPI1	triosephosphate isomerase 1				
ENSG00000111670	GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta	GNPTA; KIAA1208; MGC4170			
ENSG00000111674	ENO2	enolase 2				
ENSG00000111679	PTPN6	protein tyrosine phosphatase, non-receptor type 6	HCP; HCPH; PTP-1C; SHP-1; SHP1			
ENSG00000111684	LPCAT3	lysophosphatidylcholine acyltransferase 3	C3F; MBOAT5; nessy; OACT5			
ENSG00000111696	NT5DC3	5'-nucleotidase domain containing 3	FLJ11266; TU12B1-TY			
ENSG00000111700	SLCO1B3	solute carrier organic anion transporter family member 1B3	OATP1B3; OATP8; SLC21A8			
ENSG00000111713	GYS2	glycogen synthase 2				
ENSG00000111716	LDHB	lactate dehydrogenase B				
ENSG00000111726	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase				
ENSG00000111728	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	SIAT8; SIAT8A			
ENSG00000111732	AICDA	activation induced cytidine deaminase	AID; ARP2; CDA2; HIGM2			
ENSG00000111775	COX6A1	cytochrome c oxidase subunit 6A1	COX6A			
ENSG00000111816	FRK	fyn related Src family tyrosine kinase	GTK; PTK5; RAK			
ENSG00000111817	DSE	dermatan sulfate epimerase	DS-Epi1; DSEPI; SART2			
ENSG00000111837	MAK	male germ cell associated kinase	dJ417M14.2; RP62			
ENSG00000111846	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	bA360O19.2; bA421M1.1; CCAT; GCNT5; IGNT; II; NACGT1; NAGCT1; ULG3			
ENSG00000111880	RNGTT	RNA guanylyltransferase and 5'-phosphatase	hCAP; HCE; HCE1			
ENSG00000111885	MAN1A1	mannosidase alpha class 1A member 1				
ENSG00000111962	UST	uronyl 2-sulfotransferase	2OST			
ENSG00000112053	SLC26A8	solute carrier family 26 member 8				
ENSG00000112062	MAPK14	mitogen-activated protein kinase 14	CSBP1; CSBP2; CSPB1; Mxi2; p38; PRKM14; PRKM15			
ENSG00000112077	RHAG	Rh associated glycoprotein	CD241; RH50A; SLC42A1			
ENSG00000112079	STK38	serine/threonine kinase 38	NDR; NDR1			
ENSG00000112096	SOD2	superoxide dismutase 2				
ENSG00000112130	RNF8	ring finger protein 8	KIAA0646			
ENSG00000112144	ICK	intestinal cell kinase	KIAA0936; LCK2; MGC46090; MRK			
ENSG00000112245	PTP4A1	protein tyrosine phosphatase type IVA, member 1	PRL-1; PRL1; PTPCAAX1			
ENSG00000112293	GPLD1	glycosylphosphatidylinositol specific phospholipase D1				
ENSG00000112294	ALDH5A1	aldehyde dehydrogenase 5 family member A1	SSADH; SSDH			
ENSG00000112299	VNN1	vanin 1	Tiff66			
ENSG00000112303	VNN2	vanin 2	FOAP-4; GPI-80			
ENSG00000112304	ACOT13	acyl-CoA thioesterase 13	HT012; THEM2			
ENSG00000112309	B3GAT2	beta-1,3-glucuronyltransferase 2	GlcAT-S			
ENSG00000112319	EYA4	EYA transcriptional coactivator and phosphatase 4	CMD1J; DFNA10			
ENSG00000112337	SLC17A2	solute carrier family 17 member 2	NPT3			
ENSG00000112367	FIG4	FIG4 phosphoinositide 5-phosphatase	ALS11; CMT4J; dJ249I4.1; hSac3; KIAA0274; SAC3			
ENSG00000112394	SLC16A10	solute carrier family 16 member 10	MCT10; TAT1			
ENSG00000112425	EPM2A	EPM2A, laforin glucan phosphatase	LD; LDE			
ENSG00000112473	SLC39A7	solute carrier family 39 member 7	D6S2244E; H2-KE4; HKE4; KE4; RING5; ZIP7			
ENSG00000112499	SLC22A2	solute carrier family 22 member 2	OCT2			
ENSG00000112541	PDE10A	phosphodiesterase 10A				
ENSG00000112655	PTK7	protein tyrosine kinase 7 (inactive)	CCK4			
ENSG00000112679	DUSP22	dual specificity phosphatase 22	JKAP; JSP1; MKPX; VHX			
ENSG00000112695	COX7A2	cytochrome c oxidase subunit 7A2	COX7AL; COXVIIa-L			
ENSG00000112699	GMDS	GDP-mannose 4,6-dehydratase	GMD; SDR3E1			
ENSG00000112739	PRPF4B	pre-mRNA processing factor 4B	KIAA0536; PR4H; Prp4			
ENSG00000112742	TTK	TTK protein kinase	CT96; MPH1; MPS1; MPS1L1			
ENSG00000112759	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	ENT1			
ENSG00000112874	NUDT12	nudix hydrolase 12	DKFZP761I172			
ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1	GOLIM7; MANA2			
ENSG00000112941	TENT4A	terminal nucleotidyltransferase 4A	LAK-1; PAPD7; POLK; POLS; TRF4; TRF4-1			
ENSG00000112972	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	HMGCS			
ENSG00000112981	NME5	NME/NM23 family member 5	nm23-H5; RSPH23			
ENSG00000112992	NNT	nicotinamide nucleotide transhydrogenase				
ENSG00000113073	SLC4A9	solute carrier family 4 member 9	AE4			
ENSG00000113083	LOX	lysyl oxidase				
ENSG00000113141	IK	IK cytokine	RED; RER			
ENSG00000113161	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase				
ENSG00000113163	COL4A3BP	collagen type IV alpha 3 binding protein	CERT; GPBP; STARD11			
ENSG00000113231	PDE8B	phosphodiesterase 8B				
ENSG00000113240	CLK4	CDC like kinase 4				
ENSG00000113263	ITK	IL2 inducible T cell kinase	EMT; LYK; PSCTK2			
ENSG00000113269	RNF130	ring finger protein 130	G1RZFP; GOLIATH; GP			
ENSG00000113273	ARSB	arylsulfatase B				
ENSG00000113356	POLR3G	RNA polymerase III subunit G	RPC32; RPC7			
ENSG00000113396	SLC27A6	solute carrier family 27 member 6	ACSVL2; FACVL2; FATP6; VLCS-H1			
ENSG00000113407	TARS	threonyl-tRNA synthetase				
ENSG00000113448	PDE4D	phosphodiesterase 4D	DPDE3			
ENSG00000113456	RAD1	RAD1 checkpoint DNA exonuclease	HRAD1; REC1			
ENSG00000113492	AGXT2	alanine--glyoxylate aminotransferase 2	AGT2			
ENSG00000113504	SLC12A7	solute carrier family 12 member 7	DKFZP434F076; KCC4			
ENSG00000113532	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	PST; PST1; SIAT8D			
ENSG00000113552	GNPDA1	glucosamine-6-phosphate deaminase 1	GNPDA; GNPI; GPI; HLN; KIAA0060			
ENSG00000113569	NUP155	nucleoporin 155	KIAA0791; N155			
ENSG00000113575	PPP2CA	protein phosphatase 2 catalytic subunit alpha	PP2AC; PP2Calpha			
ENSG00000113593	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	KIAA0073			
ENSG00000113643	RARS	arginyl-tRNA synthetase	DALRD1			
ENSG00000113657	DPYSL3	dihydropyrimidinase like 3	CRMP4; DRP-3; ULIP			
ENSG00000113712	CSNK1A1	casein kinase 1 alpha 1	CK1; CK1a; CK1alpha; CKIa; CKIalpha			
ENSG00000113721	PDGFRB	platelet derived growth factor receptor beta	CD140b; JTK12; PDGFR; PDGFR1			
ENSG00000113732	ATP6V0E1	ATPase H+ transporting V0 subunit e1	ATP6H; ATP6V0E; M9.2			
ENSG00000113790	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	ECHD			
ENSG00000113924	HGD	homogentisate 1,2-dioxygenase	AKU; HGO			
ENSG00000114021	NIT2	nitrilase family member 2				
ENSG00000114054	PCCB	propionyl-CoA carboxylase subunit beta				
ENSG00000114062	UBE3A	ubiquitin protein ligase E3A	ANCR; AS; E6-AP; EPVE6AP; FLJ26981; HPVE6A			
ENSG00000114113	RBP2	retinol binding protein 2	CRABP-II; CRBP2; CRBPII; RBPC2			
ENSG00000114115	RBP1	retinol binding protein 1	CRABP-I; CRBP; CRBP1; CRBPI; RBPC			
ENSG00000114124	GRK7	G protein-coupled receptor kinase 7	GPRK7			
ENSG00000114166	KAT2B	lysine acetyltransferase 2B	GCN5; GCN5L; P/CAF; PCAF			
ENSG00000114200	BCHE	butyrylcholinesterase	CHE1; CHE2; E1			
ENSG00000114268	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4				
ENSG00000114302	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha	PRKAR2			
ENSG00000114316	USP4	ubiquitin specific peptidase 4	UNP; Unph			
ENSG00000114374	USP9Y	ubiquitin specific peptidase 9 Y-linked	DFFRY			
ENSG00000114378	HYAL1	hyaluronidase 1	HYAL-1; LUCA1			
ENSG00000114423	CBLB	Cbl proto-oncogene B	Cbl-b; RNF56			
ENSG00000114480	GBE1	1,4-alpha-glucan branching enzyme 1				
ENSG00000114491	UMPS	uridine monophosphate synthetase				
ENSG00000114573	ATP6V1A	ATPase H+ transporting V1 subunit A	ATP6A1; ATP6V1A1; VA68; Vma1; VPP2			
ENSG00000114670	NEK11	NIMA related kinase 11	FLJ23495			
ENSG00000114735	HEMK1	HemK methyltransferase family member 1	MTQ1			
ENSG00000114738	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	3pK; MAPKAP3			
ENSG00000114739	ACVR2B	activin A receptor type 2B	ActR-IIB			
ENSG00000114770	ABCC5	ATP binding cassette subfamily C member 5	EST277145; MOAT-C; MRP5; SMRP			
ENSG00000114771	AADAC	arylacetamide deacetylase	CES5A1; DAC			
ENSG00000114786	ABHD14A-ACY1	ABHD14A-ACY1 readthrough				
ENSG00000114805	PLCH1	phospholipase C eta 1	DKFZp434C1372; KIAA1069; MGC117152; PLCeta1; PLCL3			
ENSG00000114857	NKTR	natural killer cell triggering receptor	p104			
ENSG00000114902	SPCS1	signal peptidase complex subunit 1	HSPC033; SPC1; SPC12; YJR010C-A			
ENSG00000114904	NEK4	NIMA related kinase 4	NRK2; pp12301; STK2			
ENSG00000114923	SLC4A3	solute carrier family 4 member 3	AE3; SLC2C			
ENSG00000114956	DGUOK	deoxyguanosine kinase	dGK			
ENSG00000114982	KANSL3	KAT8 regulatory NSL complex subunit 3	FLJ10081; KIAA1310; NSL3; Rcd1			
ENSG00000114999	TTL	tubulin tyrosine ligase	MGC46235			
ENSG00000115020	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing	FAB1; KIAA0981; MGC40423; p235; PIKfyve; PIP5K; PIP5K3; ZFYVE29			
ENSG00000115085	ZAP70	zeta chain of T cell receptor associated protein kinase 70	SRK; STD; ZAP-70			
ENSG00000115159	GPD2	glycerol-3-phosphate dehydrogenase 2				
ENSG00000115170	ACVR1	activin A receptor type 1	ACVR1A; ACVRLK2; ALK2; SKR1			
ENSG00000115241	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G	PP2CG; PP2Cgamma			
ENSG00000115252	PDE1A	phosphodiesterase 1A				
ENSG00000115275	MOGS	mannosyl-oligosaccharide glucosidase	CWH41; DER7; GCS1			
ENSG00000115286	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	CI-20; FLJ45860; FLJ46880; PSST			
ENSG00000115339	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3	GalNAc-T3; HFTC; HHS			
ENSG00000115350	POLE4	DNA polymerase epsilon 4, accessory subunit	p12			
ENSG00000115361	ACADL	acyl-CoA dehydrogenase long chain	ACAD4; LCAD			
ENSG00000115392	FANCL	FA complementation group L	FAAP43; FLJ10335; PHF9; Pog			
ENSG00000115419	GLS	glutaminase	GLS1; KIAA0838			
ENSG00000115421	PAPOLG	poly(A) polymerase gamma	FLJ12972			
ENSG00000115425	PECR	peroxisomal trans-2-enoyl-CoA reductase	HSA250303; SDR29C1; TERP			
ENSG00000115464	USP34	ubiquitin specific peptidase 34	KIAA0570; KIAA0729			
ENSG00000115488	NEU2	neuraminidase 2	SIAL2			
ENSG00000115525	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	SIAT9; SIATGM3S; ST3GalV			
ENSG00000115526	CHST10	carbohydrate sulfotransferase 10	HNK-1ST			
ENSG00000115556	PLCD4	phospholipase C delta 4				
ENSG00000115616	SLC9A2	solute carrier family 9 member A2	NHE2			
ENSG00000115641	FHL2	four and a half LIM domains 2	DRAL; SLIM3			
ENSG00000115652	UXS1	UDP-glucuronate decarboxylase 1	FLJ23591; SDR6E1; UGD			
ENSG00000115657	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	EST45597; MTABC3; umat			
ENSG00000115661	STK16	serine/threonine kinase 16	MPSK; PKL12			
ENSG00000115665	SLC5A7	solute carrier family 5 member 7	CHT1; hCHT			
ENSG00000115677	HDLBP	high density lipoprotein binding protein	HBP; VGL			
ENSG00000115687	PASK	PAS domain containing serine/threonine kinase	KIAA0135; PASKIN; STK37			
ENSG00000115694	STK25	serine/threonine kinase 25	SOK1; YSK1			
ENSG00000115705	TPO	thyroid peroxidase	TPX			
ENSG00000115758	ODC1	ornithine decarboxylase 1	ODC			
ENSG00000115760	BIRC6	baculoviral IAP repeat containing 6	BRUCE			
ENSG00000115825	PRKD3	protein kinase D3	EPK2; PRKCN			
ENSG00000115828	QPCT	glutaminyl-peptide cyclotransferase	GCT; QC			
ENSG00000115840	SLC25A12	solute carrier family 25 member 12	Aralar			
ENSG00000115850	LCT	lactase				
ENSG00000115866	DARS	aspartyl-tRNA synthetase				
ENSG00000115884	SDC1	syndecan 1	CD138; SDC; SYND1; syndecan			
ENSG00000115896	PLCL1	phospholipase C like 1 (inactive)	PLC-L; PLCE; PLCL; PPP1R127; PRIP			
ENSG00000115902	SLC1A4	solute carrier family 1 member 4	ASCT1; SATT			
ENSG00000115919	KYNU	kynureninase				
ENSG00000115944	COX7A2L	cytochrome c oxidase subunit 7A2 like	COX7AR; COX7RP; EB1; SIG81			
ENSG00000115977	AAK1	AP2 associated kinase 1	DKFZp686K16132; KIAA1048			
ENSG00000116005	PCYOX1	prenylcysteine oxidase 1	KIAA0908; PCL1			
ENSG00000116039	ATP6V1B1	ATPase H+ transporting V1 subunit B1	ATP6B1; RTA1B; VATB; Vma2; VPP3			
ENSG00000116096	SPR	sepiapterin reductase	SDR38C1			
ENSG00000116106	EPHA4	EPH receptor A4	Hek8; TYRO1			
ENSG00000116120	FARSB	phenylalanyl-tRNA synthetase subunit beta	FARSLB; FRSB; PheHB			
ENSG00000116133	DHCR24	24-dehydrocholesterol reductase	DCE; KIAA0018; seladin-1			
ENSG00000116141	MARK1	microtubule affinity regulating kinase 1	MARK; PAR-1C			
ENSG00000116157	GPX7	glutathione peroxidase 7	FLJ14777; GPX6; NPGPx			
ENSG00000116171	SCP2	sterol carrier protein 2				
ENSG00000116199	FAM20B	FAM20B, glycosaminoglycan xylosylkinase	GXK1; KIAA0475			
ENSG00000116237	ICMT	isoprenylcysteine carboxyl methyltransferase	HSTE14; PCCMT; PPMT			
ENSG00000116337	AMPD2	adenosine monophosphate deaminase 2	SPG63			
ENSG00000116353	MECR	mitochondrial trans-2-enoyl-CoA reductase	CGI-63; ETR1; FASN2B; NRBF1			
ENSG00000116459	ATP5PB	ATP synthase peripheral stalk-membrane subunit b	ATP5F1			
ENSG00000116514	RNF19B	ring finger protein 19B	FLJ90005; IBRDC3			
ENSG00000116539	ASH1L	ASH1 like histone lysine methyltransferase	ASH1; ASH1L1; huASH1; KMT2H			
ENSG00000116649	SRM	spermidine synthase	SPS1; SRML1			
ENSG00000116675	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6	KIAA0473; PARK19			
ENSG00000116704	SLC35D1	solute carrier family 35 member D1	KIAA0260; UGTREL7			
ENSG00000116711	PLA2G4A	phospholipase A2 group IVA	cPLA2-alpha; PLA2G4			
ENSG00000116745	RPE65	RPE65, retinoid isomerohydrolase	BCO3; LCA2; rd12; RP20			
ENSG00000116748	AMPD1	adenosine monophosphate deaminase 1	MAD; MADA			
ENSG00000116761	CTH	cystathionine gamma-lyase				
ENSG00000116771	AGMAT	agmatinase	FLJ23384			
ENSG00000116783	TNNI3K	TNNI3 interacting kinase	CARK			
ENSG00000116791	CRYZ	crystallin zeta				
ENSG00000116882	HAO2	hydroxyacid oxidase 2	GIG16; HAOX2			
ENSG00000116906	GNPAT	glyceronephosphate O-acyltransferase	DAP-AT; DAPAT; DHAPAT			
ENSG00000116981	NT5C1A	5'-nucleotidase, cytosolic IA	CN-I; CN-IA; CN1; CN1A; MGC119199; MGC119201			
ENSG00000116984	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	cblG			
ENSG00000117009	KMO	kynurenine 3-monooxygenase				
ENSG00000117020	AKT3	AKT serine/threonine kinase 3	PKBG; PRKBG; RAC-gamma			
ENSG00000117054	ACADM	acyl-CoA dehydrogenase medium chain	ACAD1; MCAD; MCADH			
ENSG00000117069	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	MGC3184; SIAT7E; ST6GalNAcV			
ENSG00000117115	PADI2	peptidyl arginine deiminase 2	KIAA0994; PDI2			
ENSG00000117118	SDHB	succinate dehydrogenase complex iron sulfur subunit B	SDH; SDH1			
ENSG00000117143	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	AgX; AGX1; SPAG2			
ENSG00000117215	PLA2G2D	phospholipase A2 group IID	sPLA2S			
ENSG00000117266	CDK18	cyclin dependent kinase 18	PCTAIRE3; PCTK3			
ENSG00000117305	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase	HL			
ENSG00000117308	GALE	UDP-galactose-4-epimerase	SDR1E1			
ENSG00000117394	SLC2A1	solute carrier family 2 member 1	CSE; DYT18; DYT9; GLUT; GLUT1; HTLVR			
ENSG00000117410	ATP6V0B	ATPase H+ transporting V0 subunit b	ATP6F; HATPL; VMA16			
ENSG00000117411	B4GALT2	beta-1,4-galactosyltransferase 2	beta4Gal-T2			
ENSG00000117448	AKR1A1	aldo-keto reductase family 1 member A1	ALR; DD3			
ENSG00000117450	PRDX1	peroxiredoxin 1	NKEFA; PAGA			
ENSG00000117461	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	p55			
ENSG00000117479	SLC19A2	solute carrier family 19 member 2	THTR1; TRMA			
ENSG00000117480	FAAH	fatty acid amide hydrolase	FAAH-1			
ENSG00000117481	NSUN4	NOP2/Sun RNA methyltransferase family member 4	MGC22960; SHTAP			
ENSG00000117528	ABCD3	ATP binding cassette subfamily D member 3	PMP70; PXMP1; ZWS2			
ENSG00000117543	DPH5	diphthamide biosynthesis 5	CGI-30			
ENSG00000117592	PRDX6	peroxiredoxin 6	1-Cys; aiPLA2; AOP2; KIAA0106; MGC46173; NSGPx; p29; PRX			
ENSG00000117594	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1	HSD11; HSD11B; SDR26C1			
ENSG00000117598	PLPPR5	phospholipid phosphatase related 5	LPPR5; PAP2; PAP2D; PRG5			
ENSG00000117600	PLPPR4	phospholipid phosphatase related 4	KIAA0455; LPPR4; PHP1; PRG-1			
ENSG00000117620	SLC35A3	solute carrier family 35 member A3				
ENSG00000117643	MAN1C1	mannosidase alpha class 1C member 1	HMIC			
ENSG00000117650	NEK2	NIMA related kinase 2	NEK2A; NLK1; PPP1R111; RP67			
ENSG00000117676	RPS6KA1	ribosomal protein S6 kinase A1	HU-1; p90Rsk; RSK1			
ENSG00000117682	DHDDS	dehydrodolichyl diphosphate synthase subunit	DS; FLJ13102; HDS; RP59			
ENSG00000117834	SLC5A9	solute carrier family 5 member 9	SGLT4			
ENSG00000117984	CTSD	cathepsin D	CLN10; CPSD			
ENSG00000118017	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	alpha4GnT			
ENSG00000118046	STK11	serine/threonine kinase 11	LKB1; PJS			
ENSG00000118058	KMT2A	lysine methyltransferase 2A	ALL-1; CXXC7; HRX; HTRX1; MLL; MLL1A; TRX1			
ENSG00000118094	TREH	trehalase	MGC129621; TRE; TREA			
ENSG00000118137	APOA1	apolipoprotein A1				
ENSG00000118160	SLC8A2	solute carrier family 8 member A2	KIAA1087; NCX2			
ENSG00000118276	B4GALT6	beta-1,4-galactosyltransferase 6	beta4GalT-VI			
ENSG00000118298	CA14	carbonic anhydrase 14				
ENSG00000118363	SPCS2	signal peptidase complex subunit 2	KIAA0102			
ENSG00000118369	USP35	ubiquitin specific peptidase 35	KIAA1372			
ENSG00000118402	ELOVL4	ELOVL fatty acid elongase 4	CT118; SCA34; STGD2; STGD3			
ENSG00000118514	ALDH8A1	aldehyde dehydrogenase 8 family member A1	ALDH12			
ENSG00000118515	SGK1	serum/glucocorticoid regulated kinase 1	SGK			
ENSG00000118518	RNF146	ring finger protein 146	dactylidin; dJ351K20.1; DKFZp434O1427			
ENSG00000118520	ARG1	arginase 1				
ENSG00000118523	CTGF	connective tissue growth factor	CCN2; IGFBP8			
ENSG00000118596	SLC16A7	solute carrier family 16 member 7	MCT2			
ENSG00000118705	RPN2	ribophorin II	RIBIIR; RPN-II; RPNII; SWP1			
ENSG00000118777	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	ABCP; BCRP; CD338; EST157481; MXR			
ENSG00000119013	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	B12			
ENSG00000119048	UBE2B	ubiquitin conjugating enzyme E2 B	HHR6B; RAD6B; UBC2			
ENSG00000119121	TRPM6	transient receptor potential cation channel subfamily M member 6	CHAK2; FLJ22628; HOMG; HSH			
ENSG00000119125	GDA	guanine deaminase				
ENSG00000119227	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z	FLJ12768; MGC52163; SMP3			
ENSG00000119401	TRIM32	tripartite motif containing 32	BBS11; HT2A; LGMD2H; TATIP			
ENSG00000119408	NEK6	NIMA related kinase 6	SID6-1512			
ENSG00000119414	PPP6C	protein phosphatase 6 catalytic subunit	PP6			
ENSG00000119421	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	MGC793; PGIV			
ENSG00000119514	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12	GalNAc-T12			
ENSG00000119523	ALG2	ALG2, alpha-1,3/1,6-mannosyltransferase	CDG1I; CDGIi; FLJ14511; hALPG2; NET38			
ENSG00000119537	KDSR	3-ketodihydrosphingosine reductase	DHSR; FVT1; SDR35C1			
ENSG00000119638	NEK9	NIMA related kinase 9	DKFZp434D0935; MGC16714; Nek8; NERCC			
ENSG00000119640	ACYP1	acylphosphatase 1				
ENSG00000119673	ACOT2	acyl-CoA thioesterase 2	Mte1; ZAP128			
ENSG00000119689	DLST	dihydrolipoamide S-succinyltransferase	DLTS			
ENSG00000119711	ALDH6A1	aldehyde dehydrogenase 6 family member A1	MMSDH			
ENSG00000119723	COQ6	coenzyme Q6, monooxygenase	CGI-10			
ENSG00000119772	DNMT3A	DNA methyltransferase 3 alpha				
ENSG00000119782	FKBP1B	FK506 binding protein 1B	FKBP12.6; FKBP1L; FKBP9; OTK4; PPIase			
ENSG00000119899	SLC17A5	solute carrier family 17 member 5	AST; ISSD; NSD; SD; SIALIN; SIASD; SLD			
ENSG00000119915	ELOVL3	ELOVL fatty acid elongase 3	CIG-30			
ENSG00000119927	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial	GPAT1; KIAA1560; MGC26846			
